target_category,condition,seed,checkpoint,cumulative_gt_accuracy,best_source_category
lateral_movement,config,789,200,0.93,data_exfiltration
lateral_movement,config,1024,25,1.0,data_exfiltration
lateral_movement,config,1024,50,1.0,data_exfiltration
lateral_movement,config,1024,100,0.97,data_exfiltration
lateral_movement,config,1024,150,0.9533333333333334,data_exfiltration
lateral_movement,config,1024,200,0.96,data_exfiltration
lateral_movement,config,2048,25,0.96,data_exfiltration
lateral_movement,config,2048,50,0.98,data_exfiltration
lateral_movement,config,2048,100,0.95,data_exfiltration
lateral_movement,config,2048,150,0.9533333333333334,data_exfiltration
lateral_movement,config,2048,200,0.955,data_exfiltration
lateral_movement,config,3072,25,0.96,data_exfiltration
lateral_movement,config,3072,50,0.98,data_exfiltration
lateral_movement,config,3072,100,0.97,data_exfiltration
lateral_movement,config,3072,150,0.96,data_exfiltration
lateral_movement,config,3072,200,0.965,data_exfiltration
lateral_movement,config,4096,25,0.96,data_exfiltration
lateral_movement,config,4096,50,0.94,data_exfiltration
lateral_movement,config,4096,100,0.95,data_exfiltration
lateral_movement,config,4096,150,0.9533333333333334,data_exfiltration
lateral_movement,config,4096,200,0.96,data_exfiltration
lateral_movement,config,5120,25,1.0,data_exfiltration
lateral_movement,config,5120,50,0.98,data_exfiltration
lateral_movement,config,5120,100,0.97,data_exfiltration
lateral_movement,config,5120,150,0.9666666666666667,data_exfiltration
lateral_movement,config,5120,200,0.94,data_exfiltration
lateral_movement,config,6144,25,0.96,data_exfiltration
lateral_movement,config,6144,50,0.96,data_exfiltration
lateral_movement,config,6144,100,0.95,data_exfiltration
lateral_movement,config,6144,150,0.9533333333333334,data_exfiltration
lateral_movement,config,6144,200,0.95,data_exfiltration
lateral_movement,transfer,42,25,0.64,data_exfiltration
lateral_movement,transfer,42,50,0.64,data_exfiltration
lateral_movement,transfer,42,100,0.75,data_exfiltration
lateral_movement,transfer,42,150,0.8133333333333334,data_exfiltration
lateral_movement,transfer,42,200,0.84,data_exfiltration
lateral_movement,transfer,123,25,0.6,data_exfiltration
lateral_movement,transfer,123,50,0.56,data_exfiltration
lateral_movement,transfer,123,100,0.7,data_exfiltration
lateral_movement,transfer,123,150,0.7933333333333333,data_exfiltration
lateral_movement,transfer,123,200,0.825,data_exfiltration
lateral_movement,transfer,456,25,0.56,data_exfiltration
lateral_movement,transfer,456,50,0.72,data_exfiltration
lateral_movement,transfer,456,100,0.78,data_exfiltration
lateral_movement,transfer,456,150,0.8266666666666667,data_exfiltration
lateral_movement,transfer,456,200,0.87,data_exfiltration
lateral_movement,transfer,789,25,0.48,data_exfiltration
lateral_movement,transfer,789,50,0.56,data_exfiltration
lateral_movement,transfer,789,100,0.72,data_exfiltration
lateral_movement,transfer,789,150,0.7666666666666667,data_exfiltration
lateral_movement,transfer,789,200,0.8,data_exfiltration
lateral_movement,transfer,1024,25,0.68,data_exfiltration
lateral_movement,transfer,1024,50,0.68,data_exfiltration
lateral_movement,transfer,1024,100,0.78,data_exfiltration
lateral_movement,transfer,1024,150,0.8333333333333334,data_exfiltration
lateral_movement,transfer,1024,200,0.86,data_exfiltration
lateral_movement,transfer,2048,25,0.48,data_exfiltration
lateral_movement,transfer,2048,50,0.64,data_exfiltration
lateral_movement,transfer,2048,100,0.74,data_exfiltration
lateral_movement,transfer,2048,150,0.8066666666666666,data_exfiltration
lateral_movement,transfer,2048,200,0.85,data_exfiltration
lateral_movement,transfer,3072,25,0.72,data_exfiltration
lateral_movement,transfer,3072,50,0.64,data_exfiltration
lateral_movement,transfer,3072,100,0.81,data_exfiltration
lateral_movement,transfer,3072,150,0.8466666666666667,data_exfiltration
lateral_movement,transfer,3072,200,0.88,data_exfiltration
lateral_movement,transfer,4096,25,0.56,data_exfiltration
lateral_movement,transfer,4096,50,0.68,data_exfiltration
lateral_movement,transfer,4096,100,0.81,data_exfiltration
lateral_movement,transfer,4096,150,0.8666666666666667,data_exfiltration
lateral_movement,transfer,4096,200,0.9,data_exfiltration
lateral_movement,transfer,5120,25,0.56,data_exfiltration
lateral_movement,transfer,5120,50,0.66,data_exfiltration
lateral_movement,transfer,5120,100,0.79,data_exfiltration
lateral_movement,transfer,5120,150,0.84,data_exfiltration
lateral_movement,transfer,5120,200,0.85,data_exfiltration
lateral_movement,transfer,6144,25,0.52,data_exfiltration
lateral_movement,transfer,6144,50,0.62,data_exfiltration
lateral_movement,transfer,6144,100,0.76,data_exfiltration
lateral_movement,transfer,6144,150,0.8133333333333334,data_exfiltration
lateral_movement,transfer,6144,200,0.855,data_exfiltration
data_exfiltration,cold,42,25,0.84,lateral_movement
data_exfiltration,cold,42,50,0.86,lateral_movement
data_exfiltration,cold,42,100,0.9,lateral_movement
data_exfiltration,cold,42,150,0.9333333333333333,lateral_movement
data_exfiltration,cold,42,200,0.94,lateral_movement
data_exfiltration,cold,123,25,0.56,lateral_movement
data_exfiltration,cold,123,50,0.7,lateral_movement
data_exfiltration,cold,123,100,0.84,lateral_movement
data_exfiltration,cold,123,150,0.8866666666666667,lateral_movement
data_exfiltration,cold,123,200,0.91,lateral_movement
data_exfiltration,cold,456,25,0.6,lateral_movement
data_exfiltration,cold,456,50,0.7,lateral_movement
data_exfiltration,cold,456,100,0.85,lateral_movement
data_exfiltration,cold,456,150,0.9,lateral_movement
data_exfiltration,cold,456,200,0.925,lateral_movement
data_exfiltration,cold,789,25,0.6,lateral_movement
data_exfiltration,cold,789,50,0.78,lateral_movement
data_exfiltration,cold,789,100,0.86,lateral_movement
data_exfiltration,cold,789,150,0.9066666666666666,lateral_movement
data_exfiltration,cold,789,200,0.93,lateral_movement
data_exfiltration,cold,1024,25,0.48,lateral_movement
data_exfiltration,cold,1024,50,0.72,lateral_movement
data_exfiltration,cold,1024,100,0.85,lateral_movement
data_exfiltration,cold,1024,150,0.9,lateral_movement
data_exfiltration,cold,1024,200,0.92,lateral_movement
data_exfiltration,cold,2048,25,0.72,lateral_movement
data_exfiltration,cold,2048,50,0.82,lateral_movement
data_exfiltration,cold,2048,100,0.89,lateral_movement
data_exfiltration,cold,2048,150,0.9266666666666666,lateral_movement
data_exfiltration,cold,2048,200,0.94,lateral_movement
data_exfiltration,cold,3072,25,0.76,lateral_movement
data_exfiltration,cold,3072,50,0.84,lateral_movement
data_exfiltration,cold,3072,100,0.91,lateral_movement
data_exfiltration,cold,3072,150,0.94,lateral_movement
data_exfiltration,cold,3072,200,0.955,lateral_movement
data_exfiltration,cold,4096,25,0.56,lateral_movement
data_exfiltration,cold,4096,50,0.74,lateral_movement
data_exfiltration,cold,4096,100,0.87,lateral_movement
data_exfiltration,cold,4096,150,0.9133333333333333,lateral_movement
data_exfiltration,cold,4096,200,0.92,lateral_movement
data_exfiltration,cold,5120,25,0.64,lateral_movement
data_exfiltration,cold,5120,50,0.78,lateral_movement
data_exfiltration,cold,5120,100,0.88,lateral_movement
data_exfiltration,cold,5120,150,0.9133333333333333,lateral_movement
data_exfiltration,cold,5120,200,0.935,lateral_movement
data_exfiltration,cold,6144,25,0.64,lateral_movement
data_exfiltration,cold,6144,50,0.74,lateral_movement
data_exfiltration,cold,6144,100,0.85,lateral_movement
data_exfiltration,cold,6144,150,0.8866666666666667,lateral_movement
data_exfiltration,cold,6144,200,0.915,lateral_movement
data_exfiltration,config,42,25,1.0,lateral_movement
data_exfiltration,config,42,50,1.0,lateral_movement
data_exfiltration,config,42,100,0.99,lateral_movement
data_exfiltration,config,42,150,0.9933333333333333,lateral_movement
data_exfiltration,config,42,200,0.995,lateral_movement
data_exfiltration,config,123,25,1.0,lateral_movement
data_exfiltration,config,123,50,1.0,lateral_movement
data_exfiltration,config,123,100,1.0,lateral_movement
data_exfiltration,config,123,150,1.0,lateral_movement
data_exfiltration,config,123,200,0.995,lateral_movement
data_exfiltration,config,456,25,1.0,lateral_movement
data_exfiltration,config,456,50,0.98,lateral_movement
data_exfiltration,config,456,100,0.99,lateral_movement
data_exfiltration,config,456,150,0.9933333333333333,lateral_movement
data_exfiltration,config,456,200,0.995,lateral_movement
data_exfiltration,config,789,25,1.0,lateral_movement
data_exfiltration,config,789,50,1.0,lateral_movement
data_exfiltration,config,789,100,1.0,lateral_movement
data_exfiltration,config,789,150,1.0,lateral_movement
data_exfiltration,config,789,200,1.0,lateral_movement
data_exfiltration,config,1024,25,1.0,lateral_movement
data_exfiltration,config,1024,50,1.0,lateral_movement
data_exfiltration,config,1024,100,1.0,lateral_movement
data_exfiltration,config,1024,150,1.0,lateral_movement
data_exfiltration,config,1024,200,0.995,lateral_movement
data_exfiltration,config,2048,25,1.0,lateral_movement
data_exfiltration,config,2048,50,0.98,lateral_movement
data_exfiltration,config,2048,100,0.97,lateral_movement
data_exfiltration,config,2048,150,0.98,lateral_movement
data_exfiltration,config,2048,200,0.98,lateral_movement
data_exfiltration,config,3072,25,1.0,lateral_movement
data_exfiltration,config,3072,50,1.0,lateral_movement
data_exfiltration,config,3072,100,1.0,lateral_movement
data_exfiltration,config,3072,150,1.0,lateral_movement
data_exfiltration,config,3072,200,1.0,lateral_movement
data_exfiltration,config,4096,25,1.0,lateral_movement
data_exfiltration,config,4096,50,1.0,lateral_movement
data_exfiltration,config,4096,100,1.0,lateral_movement
data_exfiltration,config,4096,150,1.0,lateral_movement
data_exfiltration,config,4096,200,0.99,lateral_movement
data_exfiltration,config,5120,25,1.0,lateral_movement
data_exfiltration,config,5120,50,0.98,lateral_movement
data_exfiltration,config,5120,100,0.99,lateral_movement
data_exfiltration,config,5120,150,0.9933333333333333,lateral_movement
data_exfiltration,config,5120,200,0.995,lateral_movement
data_exfiltration,config,6144,25,1.0,lateral_movement
data_exfiltration,config,6144,50,1.0,lateral_movement
data_exfiltration,config,6144,100,1.0,lateral_movement
data_exfiltration,config,6144,150,0.9933333333333333,lateral_movement
data_exfiltration,config,6144,200,0.995,lateral_movement
data_exfiltration,transfer,42,25,0.8,lateral_movement
data_exfiltration,transfer,42,50,0.9,lateral_movement
data_exfiltration,transfer,42,100,0.94,lateral_movement
data_exfiltration,transfer,42,150,0.96,lateral_movement
data_exfiltration,transfer,42,200,0.965,lateral_movement
data_exfiltration,transfer,123,25,0.88,lateral_movement
data_exfiltration,transfer,123,50,0.94,lateral_movement
data_exfiltration,transfer,123,100,0.97,lateral_movement
data_exfiltration,transfer,123,150,0.98,lateral_movement
data_exfiltration,transfer,123,200,0.98,lateral_movement
data_exfiltration,transfer,456,25,0.84,lateral_movement
data_exfiltration,transfer,456,50,0.88,lateral_movement
data_exfiltration,transfer,456,100,0.94,lateral_movement
data_exfiltration,transfer,456,150,0.96,lateral_movement
data_exfiltration,transfer,456,200,0.97,lateral_movement
data_exfiltration,transfer,789,25,0.88,lateral_movement
data_exfiltration,transfer,789,50,0.94,lateral_movement
data_exfiltration,transfer,789,100,0.96,lateral_movement
data_exfiltration,transfer,789,150,0.9733333333333334,lateral_movement
data_exfiltration,transfer,789,200,0.98,lateral_movement
data_exfiltration,transfer,1024,25,0.88,lateral_movement
data_exfiltration,transfer,1024,50,0.94,lateral_movement
data_exfiltration,transfer,1024,100,0.96,lateral_movement
data_exfiltration,transfer,1024,150,0.9733333333333334,lateral_movement
data_exfiltration,transfer,1024,200,0.975,lateral_movement
data_exfiltration,transfer,2048,25,0.88,lateral_movement
data_exfiltration,transfer,2048,50,0.9,lateral_movement
data_exfiltration,transfer,2048,100,0.94,lateral_movement
data_exfiltration,transfer,2048,150,0.96,lateral_movement
data_exfiltration,transfer,2048,200,0.965,lateral_movement
data_exfiltration,transfer,3072,25,0.88,lateral_movement
data_exfiltration,transfer,3072,50,0.94,lateral_movement
data_exfiltration,transfer,3072,100,0.97,lateral_movement
data_exfiltration,transfer,3072,150,0.98,lateral_movement
data_exfiltration,transfer,3072,200,0.985,lateral_movement
data_exfiltration,transfer,4096,25,0.96,lateral_movement
data_exfiltration,transfer,4096,50,0.98,lateral_movement
data_exfiltration,transfer,4096,100,0.99,lateral_movement
data_exfiltration,transfer,4096,150,0.9933333333333333,lateral_movement
data_exfiltration,transfer,4096,200,0.99,lateral_movement
data_exfiltration,transfer,5120,25,0.96,lateral_movement
data_exfiltration,transfer,5120,50,0.96,lateral_movement
data_exfiltration,transfer,5120,100,0.98,lateral_movement
data_exfiltration,transfer,5120,150,0.9866666666666667,lateral_movement
data_exfiltration,transfer,5120,200,0.99,lateral_movement
data_exfiltration,transfer,6144,25,0.68,lateral_movement
data_exfiltration,transfer,6144,50,0.84,lateral_movement
data_exfiltration,transfer,6144,100,0.91,lateral_movement
data_exfiltration,transfer,6144,150,0.9333333333333333,lateral_movement
data_exfiltration,transfer,6144,200,0.95,lateral_movement
insider_threat,cold,42,25,0.44,credential_access
insider_threat,cold,42,50,0.66,credential_access
insider_threat,cold,42,100,0.8,credential_access
insider_threat,cold,42,150,0.8666666666666667,credential_access
insider_threat,cold,42,200,0.895,credential_access
insider_threat,cold,123,25,0.56,credential_access
insider_threat,cold,123,50,0.78,credential_access
insider_threat,cold,123,100,0.87,credential_access
insider_threat,cold,123,150,0.9,credential_access
insider_threat,cold,123,200,0.91,credential_access
insider_threat,cold,456,25,0.64,credential_access
insider_threat,cold,456,50,0.78,credential_access
insider_threat,cold,456,100,0.85,credential_access
insider_threat,cold,456,150,0.88,credential_access
insider_threat,cold,456,200,0.89,credential_access
insider_threat,cold,789,25,0.6,credential_access
insider_threat,cold,789,50,0.7,credential_access
insider_threat,cold,789,100,0.83,credential_access
insider_threat,cold,789,150,0.88,credential_access
insider_threat,cold,789,200,0.905,credential_access
insider_threat,cold,1024,25,0.76,credential_access
insider_threat,cold,1024,50,0.78,credential_access
insider_threat,cold,1024,100,0.88,credential_access
insider_threat,cold,1024,150,0.9066666666666666,credential_access
insider_threat,cold,1024,200,0.925,credential_access
insider_threat,cold,2048,25,0.76,credential_access
insider_threat,cold,2048,50,0.86,credential_access
insider_threat,cold,2048,100,0.92,credential_access
insider_threat,cold,2048,150,0.9466666666666667,credential_access
insider_threat,cold,2048,200,0.945,credential_access
insider_threat,cold,3072,25,0.72,credential_access
insider_threat,cold,3072,50,0.82,credential_access
insider_threat,cold,3072,100,0.88,credential_access
insider_threat,cold,3072,150,0.9133333333333333,credential_access
insider_threat,cold,3072,200,0.93,credential_access
insider_threat,cold,4096,25,0.56,credential_access
insider_threat,cold,4096,50,0.76,credential_access
insider_threat,cold,4096,100,0.86,credential_access
insider_threat,cold,4096,150,0.9,credential_access
insider_threat,cold,4096,200,0.915,credential_access
insider_threat,cold,5120,25,0.72,credential_access
insider_threat,cold,5120,50,0.86,credential_access
insider_threat,cold,5120,100,0.93,credential_access
insider_threat,cold,5120,150,0.9333333333333333,credential_access
insider_threat,cold,5120,200,0.95,credential_access
insider_threat,cold,6144,25,0.64,credential_access
insider_threat,cold,6144,50,0.76,credential_access
insider_threat,cold,6144,100,0.86,credential_access
insider_threat,cold,6144,150,0.8933333333333333,credential_access
insider_threat,cold,6144,200,0.915,credential_access
insider_threat,config,42,25,1.0,credential_access
insider_threat,config,42,50,1.0,credential_access
insider_threat,config,42,100,0.99,credential_access
insider_threat,config,42,150,0.9933333333333333,credential_access
insider_threat,config,42,200,0.99,credential_access
insider_threat,config,123,25,1.0,credential_access
insider_threat,config,123,50,0.98,credential_access
insider_threat,config,123,100,0.97,credential_access
insider_threat,config,123,150,0.9666666666666667,credential_access
insider_threat,config,123,200,0.96,credential_access
insider_threat,config,456,25,1.0,credential_access
insider_threat,config,456,50,0.98,credential_access
insider_threat,config,456,100,0.98,credential_access
insider_threat,config,456,150,0.9666666666666667,credential_access
insider_threat,config,456,200,0.955,credential_access
insider_threat,config,789,25,1.0,credential_access
insider_threat,config,789,50,1.0,credential_access
insider_threat,config,789,100,0.99,credential_access
insider_threat,config,789,150,0.98,credential_access
insider_threat,config,789,200,0.98,credential_access
insider_threat,config,1024,25,0.96,credential_access
insider_threat,config,1024,50,0.98,credential_access
insider_threat,config,1024,100,0.99,credential_access
insider_threat,config,1024,150,0.98,credential_access
insider_threat,config,1024,200,0.98,credential_access
insider_threat,config,2048,25,0.96,credential_access
insider_threat,config,2048,50,0.98,credential_access
insider_threat,config,2048,100,0.98,credential_access
insider_threat,config,2048,150,0.9866666666666667,credential_access
insider_threat,config,2048,200,0.98,credential_access
insider_threat,config,3072,25,0.92,credential_access
insider_threat,config,3072,50,0.92,credential_access
insider_threat,config,3072,100,0.94,credential_access
insider_threat,config,3072,150,0.9533333333333334,credential_access
insider_threat,config,3072,200,0.965,credential_access
insider_threat,config,4096,25,0.92,credential_access
insider_threat,config,4096,50,0.96,credential_access
insider_threat,config,4096,100,0.97,credential_access
insider_threat,config,4096,150,0.9733333333333334,credential_access
insider_threat,config,4096,200,0.98,credential_access
insider_threat,config,5120,25,1.0,credential_access
insider_threat,config,5120,50,1.0,credential_access
insider_threat,config,5120,100,1.0,credential_access
insider_threat,config,5120,150,0.98,credential_access
insider_threat,config,5120,200,0.985,credential_access
insider_threat,config,6144,25,1.0,credential_access
insider_threat,config,6144,50,1.0,credential_access
insider_threat,config,6144,100,0.98,credential_access
insider_threat,config,6144,150,0.98,credential_access
insider_threat,config,6144,200,0.98,credential_access
insider_threat,transfer,42,25,0.88,credential_access
insider_threat,transfer,42,50,0.86,credential_access
insider_threat,transfer,42,100,0.88,credential_access
insider_threat,transfer,42,150,0.9133333333333333,credential_access
insider_threat,transfer,42,200,0.93,credential_access
insider_threat,transfer,123,25,0.76,credential_access
insider_threat,transfer,123,50,0.76,credential_access
insider_threat,transfer,123,100,0.87,credential_access
insider_threat,transfer,123,150,0.8933333333333333,credential_access
insider_threat,transfer,123,200,0.91,credential_access
insider_threat,transfer,456,25,0.76,credential_access
insider_threat,transfer,456,50,0.82,credential_access
insider_threat,transfer,456,100,0.88,credential_access
insider_threat,transfer,456,150,0.9066666666666666,credential_access
insider_threat,transfer,456,200,0.91,credential_access
insider_threat,transfer,789,25,0.8,credential_access
insider_threat,transfer,789,50,0.82,credential_access
insider_threat,transfer,789,100,0.88,credential_access
insider_threat,transfer,789,150,0.9133333333333333,credential_access
insider_threat,transfer,789,200,0.935,credential_access
insider_threat,transfer,1024,25,0.76,credential_access
insider_threat,transfer,1024,50,0.78,credential_access
insider_threat,transfer,1024,100,0.89,credential_access
insider_threat,transfer,1024,150,0.9133333333333333,credential_access
insider_threat,transfer,1024,200,0.93,credential_access
insider_threat,transfer,2048,25,0.72,credential_access
insider_threat,transfer,2048,50,0.84,credential_access
insider_threat,transfer,2048,100,0.91,credential_access
insider_threat,transfer,2048,150,0.9266666666666666,credential_access
insider_threat,transfer,2048,200,0.935,credential_access
insider_threat,transfer,3072,25,0.8,credential_access
insider_threat,transfer,3072,50,0.84,credential_access
insider_threat,transfer,3072,100,0.89,credential_access
insider_threat,transfer,3072,150,0.92,credential_access
insider_threat,transfer,3072,200,0.935,credential_access
insider_threat,transfer,4096,25,0.72,credential_access
insider_threat,transfer,4096,50,0.76,credential_access
insider_threat,transfer,4096,100,0.82,credential_access
insider_threat,transfer,4096,150,0.8666666666666667,credential_access
insider_threat,transfer,4096,200,0.9,credential_access
insider_threat,transfer,5120,25,0.76,credential_access
insider_threat,transfer,5120,50,0.82,credential_access
insider_threat,transfer,5120,100,0.91,credential_access
insider_threat,transfer,5120,150,0.9266666666666666,credential_access
insider_threat,transfer,5120,200,0.945,credential_access
insider_threat,transfer,6144,25,0.84,credential_access
insider_threat,transfer,6144,50,0.9,credential_access
insider_threat,transfer,6144,100,0.9,credential_access
insider_threat,transfer,6144,150,0.9266666666666666,credential_access
insider_threat,transfer,6144,200,0.945,credential_access
